"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
15939 2 NA NA NA NA 2 2 NA 1 1 42
15939 3 NA 1 NA 11 NA 2 NA 1 1 42
15939 4 1 1 1 8 3 2 NA 1 1 42
15940 2 1 1 NA 62 6 NA NA 1 1 53
15941 2 NA NA 1 NA 2 1 1 1 1 32
15941 3 1 1 1 2 NA 1 1 1 1 32
15941 4 1 1 1 1 NA 1 1 1 1 32
15942 2 NA NA 1 26 3 1 2 1 1 55
15943 2 NA NA 1 NA NA 2 2 2 1 31
15943 3 NA NA 1 10 NA 2 2 2 1 31
15944 2 2 1 1 40 2 1 1 NA 1 41
15944 3 2 1 NA NA 3 1 1 NA 1 41
15944 4 1 1 1 15 NA 1 1 NA 1 41
15945 2 2 1 1 NA 2 NA 1 1 NA 65
15946 2 2 NA 5 47 NA NA NA 7 5 46
15946 3 NA NA NA 19 3 NA NA 7 5 46
15946 4 2 NA 5 16 NA NA NA 7 5 46
15947 2 1 1 1 NA 3 1 2 1 1 56
15947 3 2 1 1 NA 3 1 2 1 1 56
15948 2 2 NA 1 NA NA NA 1 1 1 63
15949 2 NA 7 2 NA NA 2 NA 7 NA 28
15949 3 1 7 NA NA 3 2 NA 7 NA 28
15950 2 1 NA 1 17 3 NA 1 1 NA 52
15951 2 1 1 NA 52 2 1 NA NA 1 74
15951 3 NA NA NA 50 NA 1 NA NA 1 74
15951 4 NA 1 NA NA 8 1 NA NA 1 74
15952 2 2 1 1 NA NA 1 1 1 1 89
15953 2 2 1 1 69 2 2 1 NA 1 72
15954 2 2 NA 1 NA NA 1 2 NA NA 58
15954 3 NA 1 1 55 12 1 2 NA NA 58
15955 2 2 NA 1 43 2 NA NA 1 1 43
15955 3 1 1 1 15 3 NA NA 1 1 43
15955 4 NA NA 1 14 3 NA NA 1 1 43
15955 5 2 1 1 12 3 NA NA 1 1 43
15956 2 NA 1 1 NA 2 1 2 NA 1 60
15957 2 2 NA NA NA 2 1 NA NA NA 68
15958 2 1 1 NA NA 2 NA 2 1 1 34
15958 3 NA 1 NA NA 6 NA 2 1 1 34
15958 4 1 1 NA 2 NA NA 2 1 1 34
15959 2 2 1 1 NA NA NA 1 1 NA 42
15959 3 2 1 1 5 3 NA 1 1 NA 42
15959 4 1 NA 1 NA NA NA 1 1 NA 42
15960 2 2 1 1 86 NA 1 NA 1 1 85
15961 2 1 NA NA 60 2 1 2 1 1 58
15962 2 1 NA 1 65 2 1 NA 1 1 60
15963 2 1 1 1 NA 2 1 2 1 NA 37
15964 2 NA 1 NA 41 2 1 1 1 NA 35
15964 3 NA 1 NA NA 3 1 1 1 NA 35
15964 4 2 1 1 NA 3 1 1 1 NA 35
15965 2 1 NA NA 45 2 NA 2 1 1 43
15965 3 2 1 1 22 3 NA 2 1 1 43
15965 4 1 1 1 21 NA NA 2 1 1 43
15965 5 1 1 1 14 3 NA 2 1 1 43
15966 2 NA NA 1 NA NA 1 NA 1 1 85
15966 3 1 1 1 58 3 1 NA 1 1 85
15966 4 1 1 1 NA 3 1 NA 1 1 85
15967 2 2 3 1 NA 2 NA NA NA 1 59
15967 3 1 NA NA 34 NA NA NA NA 1 59
15968 2 NA 1 1 NA 12 1 2 NA 1 72
15969 2 2 1 NA 66 2 1 1 1 1 68
15970 2 2 1 1 13 3 1 2 1 1 52
15971 2 NA 1 1 NA 2 1 2 NA NA 35
15971 3 2 1 1 NA NA 1 2 NA NA 35
15971 4 1 1 1 10 3 1 2 NA NA 35
15972 2 1 1 4 56 2 1 NA 1 4 51
15972 3 2 1 4 22 3 1 NA 1 4 51
15972 4 2 1 NA 15 3 1 NA 1 4 51
15972 5 1 1 4 31 NA 1 NA 1 4 51
15973 2 NA 1 1 63 2 1 NA 1 NA 63
15974 2 NA 1 1 44 2 1 1 1 1 51
15975 2 1 NA NA NA 2 NA 2 1 NA 53
15976 2 2 1 1 NA 2 NA NA 1 NA 61
15977 2 NA 1 NA NA 12 2 1 NA 1 30
15978 2 NA 1 1 NA 2 1 2 1 NA 62
15979 2 2 1 1 55 2 1 NA NA NA 56
15979 3 2 1 1 26 NA 1 NA NA NA 56
15979 4 NA NA 1 20 3 1 NA NA NA 56
15980 2 2 1 1 27 12 NA 1 NA 1 25
15981 2 NA 1 1 73 NA NA 2 1 1 59
15981 3 2 NA 1 23 3 NA 2 1 1 59
15981 4 2 1 1 21 3 NA 2 1 1 59
15982 2 2 1 NA NA 2 NA 1 NA 1 60
15983 2 2 2 NA 18 3 2 2 NA NA 47
15984 2 NA 6 1 68 7 2 NA 6 1 41
15985 2 1 1 1 NA 2 1 2 1 1 43
15985 3 2 1 NA NA 3 1 2 1 1 43
15985 4 1 1 NA 13 3 1 2 1 1 43
15985 5 1 NA NA 5 NA 1 2 1 1 43
15985 6 2 1 1 3 3 1 2 1 1 43
15986 2 2 1 1 10 NA 1 2 1 1 50
15987 2 1 NA 1 19 NA 1 1 1 1 44
15987 3 2 1 NA NA 3 1 1 1 1 44
15987 4 2 NA 1 NA 11 1 1 1 1 44
15988 2 2 1 2 28 3 NA 2 NA 2 48
15988 3 1 NA NA NA 3 NA 2 NA 2 48
15988 4 NA 1 2 NA 3 NA 2 NA 2 48
15988 5 1 1 2 9 NA NA 2 NA 2 48
15988 6 2 1 2 8 8 NA 2 NA 2 48
15988 7 1 NA NA NA 8 NA 2 NA 2 48
15988 8 1 1 NA NA NA NA 2 NA 2 48
15989 2 NA 1 NA NA 2 2 2 1 1 45
15989 3 NA 1 1 NA 3 2 2 1 1 45
15989 4 1 1 1 22 3 2 2 1 1 45
15989 5 1 NA 1 21 3 2 2 1 1 45
15989 6 NA 1 NA 6 NA 2 2 1 1 45
15990 2 2 1 1 NA 2 1 1 1 1 46
15990 3 2 NA NA 14 NA 1 1 1 1 46
15990 4 2 NA 1 11 3 1 1 1 1 46
15991 2 2 1 5 28 2 NA 1 1 NA 35
15991 3 1 NA NA 15 3 NA 1 1 NA 35
15991 4 NA 1 1 10 NA NA 1 1 NA 35
15992 2 2 1 1 NA 2 NA 1 1 NA 56
15993 2 1 1 1 NA 12 NA 2 1 NA 58
15994 2 NA 1 2 19 NA NA 1 1 2 41
15994 3 NA NA NA NA 7 NA 1 1 2 41
15994 4 2 NA NA 68 7 NA 1 1 2 41
15995 2 1 2 NA NA 2 NA 2 NA 1 45
15995 3 NA NA NA 25 3 NA 2 NA 1 45
15995 4 1 NA NA 9 NA NA 2 NA 1 45
15995 5 NA 2 NA NA 3 NA 2 NA 1 45
15995 6 2 NA NA 10 8 NA 2 NA 1 45
15996 2 NA 2 1 NA 3 2 1 NA NA 38
15996 3 NA 2 1 NA 3 2 1 NA NA 38
15997 2 2 NA 1 34 NA 1 1 NA 1 38
15997 3 NA NA NA 14 NA 1 1 NA 1 38
15998 2 1 1 1 51 NA 1 2 NA 1 46
15998 3 1 1 1 10 3 1 2 NA 1 46
15998 4 1 1 1 8 3 1 2 NA 1 46
15999 2 1 NA 1 35 12 1 1 1 NA 34
16000 2 2 1 NA NA 3 1 2 1 1 86
16001 2 2 1 NA NA 6 2 2 NA NA 42
16001 3 2 NA NA 12 11 2 2 NA NA 42
16002 2 2 1 2 NA 2 1 1 1 2 57
16002 3 2 1 2 NA 3 1 1 1 2 57
16003 2 2 1 1 29 NA NA NA 1 1 50
16003 3 2 1 1 11 8 NA NA 1 1 50
16003 4 NA 1 1 8 8 NA NA 1 1 50
16003 5 1 1 1 4 8 NA NA 1 1 50
16003 6 1 1 1 NA 8 NA NA 1 1 50
16004 2 NA 2 1 17 NA 2 2 2 1 48
16005 2 2 1 1 64 12 NA 1 1 NA 73
16006 2 2 1 1 6 3 NA 2 NA 1 25
16007 2 2 6 1 27 2 2 1 NA NA 44
16007 3 NA 9 NA NA NA 2 1 NA NA 44
16007 4 2 NA NA 8 NA 2 1 NA NA 44
16008 2 NA 1 NA 38 2 1 NA NA NA 42
16008 3 2 NA 1 9 NA 1 NA NA NA 42
16008 4 1 NA NA 6 3 1 NA NA NA 42
16009 2 1 1 1 NA NA 1 NA NA NA 68
16010 2 1 1 1 26 NA 2 2 NA NA 26
16010 3 2 NA 1 22 NA 2 2 NA NA 26
16011 2 2 NA 1 26 NA NA 1 1 1 28
16011 3 2 1 NA 5 NA NA 1 1 1 28
16012 2 1 7 NA 50 12 2 2 7 2 47
16013 2 NA NA 1 34 2 2 2 NA 1 39
16013 3 NA NA NA 6 NA 2 2 NA 1 39
16013 4 NA 1 NA 3 3 2 2 NA 1 39
16014 2 1 1 1 NA 2 1 2 NA 1 30
16014 3 2 1 1 12 NA 1 2 NA 1 30
16015 2 1 2 1 6 3 NA 2 2 1 26
16015 3 2 2 NA 4 3 NA 2 2 1 26
16015 4 NA 2 1 NA 3 NA 2 2 1 26
16016 2 NA 1 1 56 2 1 2 1 1 58
16017 2 2 8 1 47 2 1 1 NA 1 45
16017 3 2 NA 1 6 4 1 1 NA 1 45
16018 2 NA 2 NA 41 NA 2 NA 2 1 63
16018 3 2 2 1 NA 8 2 NA 2 1 63
16018 4 1 2 1 NA 8 2 NA 2 1 63
16019 2 1 NA 1 NA 2 2 2 2 1 38
16019 3 1 NA NA 17 3 2 2 2 1 38
16019 4 1 NA 1 12 NA 2 2 2 1 38
16019 5 1 2 NA 2 3 2 2 2 1 38
16020 2 NA 1 1 NA 2 NA 2 1 1 45
16021 2 2 1 1 NA 3 2 2 NA 1 89
16022 2 NA NA 1 66 2 1 NA 1 NA 64
16023 2 1 7 4 NA 2 2 2 7 3 46
16024 2 1 2 NA NA 8 1 2 2 1 67
16025 2 1 NA 1 NA 3 1 2 1 1 90
16026 2 1 7 2 32 2 2 2 7 2 30
16026 3 2 7 2 NA NA 2 2 7 2 30
16027 2 2 1 NA NA 2 1 NA 1 1 55
16027 3 1 1 1 23 3 1 NA 1 1 55
16028 2 1 NA 1 27 2 2 2 1 1 36
16028 3 NA 1 NA 18 3 2 2 1 1 36
16028 4 2 1 1 17 3 2 2 1 1 36
16028 5 2 1 1 16 NA 2 2 1 1 36
16028 6 1 NA 1 12 3 2 2 1 1 36
16029 2 NA 1 NA NA 2 2 1 1 1 44
16029 3 NA 1 NA 18 NA 2 1 1 1 44
16029 4 2 1 1 15 3 2 1 1 1 44
16030 2 1 1 1 NA 2 NA NA NA 1 64
16031 2 NA NA 1 70 2 NA NA 1 1 78
16032 2 2 NA 1 NA 2 NA NA NA NA 46
16032 3 NA 8 NA 13 NA NA NA NA NA 46
16032 4 NA 8 1 8 3 NA NA NA NA 46
16033 2 NA 1 1 30 2 1 1 1 1 31
16033 3 2 NA 1 4 3 1 1 1 1 31
16034 2 2 NA 1 19 3 2 2 1 1 41
16034 3 1 1 1 15 3 2 2 1 1 41
16035 2 NA 1 1 23 3 1 2 NA 1 66
16036 2 1 1 NA 65 2 1 2 1 1 57
16037 2 1 NA 1 3 3 2 2 1 1 34
16038 2 1 NA 1 41 3 1 NA 1 1 72
16038 3 2 1 1 24 NA 1 NA 1 1 72
16038 4 NA 1 1 12 8 1 NA 1 1 72
16038 5 2 1 NA 9 NA 1 NA 1 1 72
16038 6 NA 1 NA 42 10 1 NA 1 1 72
16039 2 NA 1 1 NA 2 NA NA 1 NA 30
16039 3 NA 1 1 3 NA NA NA 1 NA 30
16039 4 NA 1 1 1 NA NA NA 1 NA 30
16040 2 2 NA NA 79 NA 1 1 1 1 85
16040 3 2 1 1 53 3 1 1 1 1 85
16041 2 2 2 1 NA 2 NA 1 2 NA 52
16041 3 1 NA 1 31 3 NA 1 2 NA 52
16042 2 2 NA 1 NA 2 1 1 1 1 69
16043 2 1 NA 1 NA 2 2 2 8 1 33
16043 3 NA 8 1 15 3 2 2 8 1 33
16043 4 2 8 NA 6 3 2 2 8 1 33
16043 5 1 NA NA 2 NA 2 2 8 1 33
16044 2 2 1 1 NA 2 NA NA NA 1 30
16044 3 NA 1 1 9 3 NA NA NA 1 30
16044 4 NA 1 NA NA 3 NA NA NA 1 30
16044 5 2 1 1 NA 3 NA NA NA 1 30
16045 2 2 1 1 NA 2 1 1 1 NA 77
16046 2 NA 1 1 47 2 2 NA NA NA 45
16046 3 2 1 NA 6 NA 2 NA NA NA 45
16047 2 2 NA 1 NA 2 1 1 NA 1 73
16048 2 1 1 NA 46 3 NA 1 1 1 79
16049 2 1 1 NA 48 2 1 2 1 NA 46
16049 3 2 1 1 20 3 1 2 1 NA 46
16050 2 2 6 1 49 2 NA NA NA 1 53
16050 3 2 6 1 NA NA NA NA NA 1 53
16050 4 NA 6 1 11 3 NA NA NA 1 53
16051 2 2 2 1 NA 2 1 1 2 1 93
16052 2 1 NA 5 17 NA NA NA 1 NA 44
16053 2 NA NA 1 25 NA 2 NA NA 1 26
16054 2 2 NA 1 NA 2 1 1 NA NA 60
16055 2 NA 1 NA 29 2 1 1 1 1 30
16055 3 1 NA 1 1 3 1 1 1 1 30
16056 2 1 NA NA NA 2 1 2 NA 1 44
16056 3 2 NA 1 18 NA 1 2 NA 1 44
16056 4 1 6 NA 8 NA 1 2 NA 1 44
16057 2 2 1 1 NA 2 1 1 1 NA 55
16058 2 NA 1 NA 56 2 1 NA 1 1 48
16059 2 2 1 1 NA NA 1 2 1 NA 40
16060 2 NA 1 NA NA 2 NA 1 NA 1 67
16061 2 NA 1 NA 17 3 1 NA NA 1 48
16061 3 NA NA NA 16 3 1 NA NA 1 48
16062 2 NA 1 1 38 NA NA 2 1 NA 36
16062 3 1 1 NA 9 3 NA 2 1 NA 36
16062 4 NA 1 1 7 3 NA 2 1 NA 36
16062 5 2 1 1 5 NA NA 2 1 NA 36
16062 6 NA 1 1 NA 3 NA 2 1 NA 36
16063 2 2 1 NA 61 2 NA 1 NA NA 64
16064 2 2 NA NA NA 2 NA 1 NA 1 53
16064 3 2 1 1 18 3 NA 1 NA 1 53
16064 4 2 NA 1 12 3 NA 1 NA 1 53
16065 2 1 NA NA 26 12 2 1 1 NA 36
16066 2 1 4 NA NA 12 NA 1 NA 1 31
16067 2 NA 1 1 74 NA 1 1 NA NA 76
16067 3 NA 1 1 46 NA 1 1 NA NA 76
16067 4 1 1 1 43 3 1 1 NA NA 76
16068 2 2 7 NA 40 2 1 1 7 1 38
16068 3 2 7 1 NA NA 1 1 7 1 38
16069 2 2 1 NA NA 2 2 1 NA 1 54
16070 2 2 NA 1 41 2 1 1 2 1 42
16070 3 1 2 1 20 NA 1 1 2 1 42
16070 4 1 2 1 20 NA 1 1 2 1 42
16071 2 2 1 NA NA 2 NA 1 1 1 48
16071 3 2 1 NA 22 NA NA 1 1 1 48
16072 2 2 NA 1 NA 2 NA 1 1 1 48
16073 2 2 1 1 NA 2 1 1 1 1 65
16074 2 1 NA NA NA 2 1 NA 1 1 54
16074 3 2 NA 1 30 3 1 NA 1 1 54
16074 4 1 1 NA 26 3 1 NA 1 1 54
16075 2 2 2 1 28 2 1 1 2 1 30
16075 3 2 NA 1 NA 3 1 1 2 1 30
16076 2 1 1 1 61 3 1 2 1 1 94
16076 3 2 NA 1 51 NA 1 2 1 1 94
16077 2 NA 1 NA 63 2 1 2 1 1 65
16078 2 2 NA 1 53 2 1 NA 1 1 54
16079 2 NA NA NA NA 3 NA NA 1 NA 28
16079 3 2 NA 1 33 NA NA NA 1 NA 28
16080 2 1 2 NA NA NA NA 2 2 NA 52
16081 2 2 1 1 48 12 2 1 1 1 47
16082 2 2 1 1 NA 2 1 1 NA 1 52
16082 3 NA NA 1 19 3 1 1 NA 1 52
16083 2 2 7 5 NA 7 NA 1 7 NA 22
16084 2 NA 1 1 70 2 1 1 1 1 73
16085 2 1 NA 1 NA 2 1 2 1 1 62
16086 2 1 NA 1 NA NA 1 2 1 NA 80
16087 2 2 1 1 NA 2 NA 1 1 1 49
16087 3 2 NA 1 18 3 NA 1 1 1 49
16088 2 NA 7 NA NA 2 1 2 7 2 51
16089 2 1 NA 1 4 NA 2 2 1 1 27
16090 2 2 1 1 NA 2 2 1 1 1 35
16090 3 2 1 NA 4 3 2 1 1 1 35
16090 4 2 1 1 NA NA 2 1 1 1 35
16091 2 NA 2 1 1 NA 2 2 2 1 34
16091 3 1 NA 1 30 NA 2 2 2 1 34
16092 2 NA 1 2 NA 12 NA 2 1 2 50
16093 2 2 2 1 NA NA 1 2 2 1 61
16094 2 NA NA NA 1 3 NA 1 6 NA 46
16094 3 2 6 1 42 11 NA 1 6 NA 46
16095 2 2 NA 1 NA 2 1 1 1 NA 85
16096 2 NA NA 1 10 NA 1 NA NA NA 29
16097 2 NA 1 1 78 NA NA NA NA 1 77
16098 2 1 NA 1 33 NA 2 2 1 1 64
16098 3 NA 1 1 25 8 2 2 1 1 64
16098 4 1 NA 1 13 8 2 2 1 1 64
16098 5 NA NA 1 5 8 2 2 1 1 64
16098 6 2 1 1 3 NA 2 2 1 1 64
16098 7 1 NA 1 45 NA 2 2 1 1 64
16099 2 NA NA 1 71 2 1 2 NA 1 62
16100 2 1 1 1 NA 2 NA 2 1 1 56
16100 3 1 1 1 25 NA NA 2 1 1 56
16100 4 1 1 1 NA 3 NA 2 1 1 56
16100 5 1 1 1 20 3 NA 2 1 1 56
16101 2 1 1 1 14 NA 2 2 NA 1 33
16101 3 NA 1 NA 7 NA 2 2 NA 1 33
16102 2 2 NA 1 NA 2 1 NA NA 1 43
16102 3 NA 1 NA 12 3 1 NA NA 1 43
16102 4 2 NA 1 10 3 1 NA NA 1 43
16103 2 NA 1 NA 54 2 1 1 1 1 62
16104 2 2 6 NA NA 2 2 NA 6 1 51
16104 3 NA 6 1 20 3 2 NA 6 1 51
16104 4 2 NA 1 NA 3 2 NA 6 1 51
16104 5 2 6 1 NA 3 2 NA 6 1 51
16104 6 1 NA 1 NA NA 2 NA 6 1 51
16105 2 1 NA 1 NA 2 1 NA 1 1 53
16106 2 2 1 1 46 2 NA NA 1 1 50
16106 3 1 1 1 27 NA NA NA 1 1 50
16106 4 1 1 1 1 NA NA NA 1 1 50
16106 5 2 NA 1 22 10 NA NA 1 1 50
16107 2 1 1 NA 81 NA 1 2 1 1 77
16108 2 1 1 1 38 2 1 NA 1 1 38
16108 3 NA 1 NA 17 3 1 NA 1 1 38
16108 4 1 1 1 NA 3 1 NA 1 1 38
16108 5 1 1 1 8 3 1 NA 1 1 38
16109 2 1 1 NA NA 2 1 2 NA 1 49
16109 3 1 1 NA 21 3 1 2 NA 1 49
16109 4 NA 1 1 15 3 1 2 NA 1 49
16109 5 NA 1 1 13 3 1 2 NA 1 49
16110 2 NA 2 1 79 7 NA 2 2 1 56
16110 3 NA 2 1 55 12 NA 2 2 1 56
16111 2 2 1 NA 61 2 1 1 1 1 61
16112 2 2 6 NA 55 NA 1 1 6 NA 66
16113 2 2 1 1 NA 3 NA NA 1 1 48
16114 2 1 1 NA 44 3 1 2 1 1 84
16115 2 NA 1 1 10 NA 2 2 1 NA 51
16116 2 2 1 1 50 2 1 1 1 1 69
16117 2 NA 1 NA NA 2 NA 1 1 NA 77
16118 2 1 NA 1 NA 2 1 NA NA 1 67
16119 2 2 NA 1 6 3 1 2 NA NA 36
16119 3 NA 1 1 4 3 1 2 NA NA 36
16119 4 1 1 1 NA 11 1 2 NA NA 36
16120 2 NA 1 1 50 2 1 NA 1 NA 49
16121 2 1 NA 1 55 3 NA 2 1 NA 88
16122 2 1 1 NA 19 NA NA 2 1 1 43
16123 2 2 NA NA 50 NA NA NA 1 1 84
16124 2 1 NA 1 39 NA NA 2 1 1 40
16124 3 1 NA 1 14 3 NA 2 1 1 40
16124 4 1 1 1 NA NA NA 2 1 1 40
16125 2 2 1 NA NA 2 NA NA 1 1 71
16126 2 1 1 1 34 12 1 NA 1 1 47
16127 2 2 7 NA NA NA 2 NA 7 NA 35
16127 3 2 NA NA 65 11 2 NA 7 NA 35
16128 2 2 NA 2 NA 2 1 1 3 2 40
16128 3 1 3 NA 20 3 1 1 3 2 40
16129 2 2 NA 1 NA 2 2 1 1 1 24
16130 2 2 1 NA NA 12 1 1 1 1 34
16131 2 1 1 NA 66 NA NA 2 1 NA 70
16132 2 2 2 NA NA NA NA 1 2 NA 61
16132 3 2 2 1 26 NA NA 1 2 NA 61
16132 4 NA NA 1 21 3 NA 1 2 NA 61
16133 2 2 1 1 NA 2 1 1 1 1 47
16133 3 1 NA 1 NA 3 1 1 1 1 47
16133 4 1 NA 1 2 3 1 1 1 1 47
16133 5 1 1 1 12 4 1 1 1 1 47
16134 2 2 1 NA NA 2 1 1 1 1 65
16135 2 1 1 1 NA 2 1 2 1 1 59
16135 3 1 1 1 NA NA 1 2 1 1 59
16135 4 1 1 1 8 8 1 2 1 1 59
16136 2 NA 2 NA NA NA NA 2 NA NA 37
16136 3 2 2 4 2 3 NA 2 NA NA 37
16137 2 1 1 NA 75 7 NA 1 1 NA 32
16137 3 NA 1 1 75 NA NA 1 1 NA 32
16138 2 NA NA NA 49 3 1 2 1 1 79
16139 2 2 1 NA 58 2 1 1 NA 1 69
16139 3 NA 1 NA 17 NA 1 1 NA 1 69
16140 2 NA 3 1 NA 2 1 NA NA NA 42
16140 3 1 NA 2 19 NA 1 NA NA NA 42
16140 4 1 3 2 14 3 1 NA NA NA 42
16140 5 1 3 NA NA NA 1 NA NA NA 42
16141 2 2 1 1 50 NA 1 1 NA 1 50
16142 2 2 1 NA 57 2 1 1 1 1 58
16143 2 2 1 NA 54 2 1 1 1 1 56
16144 2 1 1 2 33 6 1 NA NA 2 55
16144 3 2 1 2 NA NA 1 NA NA 2 55
16144 4 NA 1 NA 59 13 1 NA NA 2 55
16145 2 NA NA 2 NA NA 1 1 NA NA 24
16145 3 2 NA 2 NA 7 1 1 NA NA 24
16146 2 2 NA 5 41 NA 1 1 1 NA 39
16146 3 2 1 5 21 3 1 1 1 NA 39
16146 4 NA 1 5 NA NA 1 1 1 NA 39
16146 5 1 1 NA 16 NA 1 1 1 NA 39
16146 6 NA 1 5 1 3 1 1 1 NA 39
16147 2 2 1 NA 45 2 1 NA NA 1 60
16148 2 1 1 1 63 2 2 NA NA 1 50
16148 3 NA 1 NA 12 8 2 NA NA 1 50
16149 2 NA 1 1 37 2 1 1 1 1 42
16149 3 NA 1 1 5 NA 1 1 1 1 42
16149 4 NA 1 1 2 3 1 1 1 1 42
16149 5 2 1 NA 65 7 1 1 1 1 42
16150 2 2 NA 1 NA 2 1 NA 1 1 66
16151 2 2 1 1 58 NA 1 1 1 1 63
16152 2 2 1 NA 42 NA NA NA 1 5 50
16152 3 NA 1 5 12 3 NA NA 1 5 50
16152 4 1 1 5 9 NA NA NA 1 5 50
16153 2 2 1 1 NA 12 1 NA 1 1 88
16154 2 NA 1 1 56 12 2 2 8 2 47
16154 3 1 NA 2 NA 12 2 2 8 2 47
16155 2 2 1 1 68 2 1 NA 1 NA 70
16156 2 1 1 1 24 2 2 2 1 1 23
16157 2 1 1 1 NA 2 1 NA NA 1 54
16157 3 1 NA 5 NA 4 1 NA NA 1 54
16158 2 2 1 1 52 2 NA NA 1 1 54
16159 2 1 NA 1 NA NA 1 2 1 1 69
16160 2 2 NA 1 55 11 NA 2 1 1 36
16161 2 2 1 1 48 NA NA NA 1 1 56
16161 3 2 NA 1 16 NA NA NA 1 1 56
16161 4 NA 1 1 14 NA NA NA 1 1 56
16162 2 2 1 1 38 2 NA 1 NA 1 36
16162 3 2 1 1 6 NA NA 1 NA 1 36
16162 4 NA NA NA NA NA NA 1 NA 1 36
16162 5 NA 1 NA 3 3 NA 1 NA 1 36
16162 6 1 1 1 1 3 NA 1 NA 1 36
16163 2 2 1 1 20 3 2 2 NA NA 47
16163 3 2 NA 1 NA NA 2 2 NA NA 47
16163 4 1 1 1 NA 13 2 2 NA NA 47
16164 2 NA 1 1 44 2 1 2 1 1 41
16164 3 NA 1 1 8 NA 1 2 1 1 41
16164 4 NA 1 1 8 3 1 2 1 1 41
16165 2 2 NA 1 NA 2 1 1 1 1 34
16166 2 2 1 1 80 2 1 1 NA 1 77
16167 2 1 NA 1 5 NA NA 2 1 NA 45
16167 3 2 1 1 49 12 NA 2 1 NA 45
16168 2 NA 2 1 61 2 1 NA 2 1 61
16168 3 2 2 NA 28 11 1 NA 2 1 61
16168 4 NA NA 1 12 11 1 NA 2 1 61
16169 2 1 1 1 NA 2 1 2 NA 1 26
16170 2 2 2 1 17 3 1 2 2 NA 42
16171 2 2 1 5 30 2 2 1 1 NA 32
16171 3 2 1 2 4 NA 2 1 1 NA 32
16172 2 2 1 1 64 NA NA 1 1 1 61
16173 2 2 1 1 56 NA 1 1 1 1 54
16174 2 1 NA 1 5 8 1 NA 1 NA 45
16174 3 2 1 NA 16 13 1 NA 1 NA 45
16175 2 NA NA 1 NA NA NA 1 NA 1 48
16175 3 1 6 1 NA 3 NA 1 NA 1 48
16175 4 NA 6 NA 17 NA NA 1 NA 1 48
16175 5 1 NA 1 16 NA NA 1 NA 1 48
16175 6 2 6 1 73 NA NA 1 NA 1 48
16176 2 2 1 NA 22 3 1 2 NA NA 51
16177 2 2 1 1 62 2 1 1 1 1 62
16178 2 2 1 NA NA NA 1 1 1 NA 41
16178 3 NA NA 1 10 NA 1 1 1 NA 41
16178 4 2 1 1 4 3 1 1 1 NA 41
16179 2 2 1 1 NA 2 1 1 1 NA 75
16180 2 NA NA 1 NA 2 1 1 NA 1 73
16181 2 NA NA 1 50 2 NA NA NA NA 52
16181 3 2 NA NA 21 3 NA NA NA NA 52
16182 2 NA 1 1 NA 2 1 2 1 NA 42
16182 3 1 1 1 12 NA 1 2 1 NA 42
16182 4 2 1 1 10 3 1 2 1 NA 42
16182 5 1 1 1 NA 3 1 2 1 NA 42
16183 2 NA NA 2 40 2 2 1 7 2 38
16183 3 NA NA 2 10 NA 2 1 7 2 38
16183 4 1 7 NA 8 3 2 1 7 2 38
16184 2 1 2 5 NA 2 NA 2 2 NA 57
16184 3 1 2 5 30 3 NA 2 2 NA 57
16184 4 2 NA NA 3 8 NA 2 2 NA 57
16184 5 2 1 1 25 NA NA 2 2 NA 57
16185 2 NA NA 1 NA 12 1 2 NA 1 63
16186 2 1 NA 1 NA 3 1 1 1 1 48
16187 2 1 1 NA NA NA 1 NA 1 1 32
16187 3 NA NA 1 2 NA 1 NA 1 1 32
16188 2 1 1 1 57 2 1 2 1 NA 58
16189 2 2 6 1 53 2 1 1 6 1 54
16189 3 2 NA NA 24 3 1 1 6 1 54
16189 4 2 NA 1 17 NA 1 1 6 1 54
16190 2 2 NA 1 NA 2 1 1 1 1 67
16191 2 2 1 NA 38 NA NA NA NA 1 39
16191 3 1 NA 1 12 3 NA NA NA 1 39
16191 4 2 1 1 4 NA NA NA NA 1 39
16192 2 NA 1 NA 25 NA 1 2 1 2 45
16192 3 1 NA 2 NA 3 1 2 1 2 45
16192 4 1 1 2 5 NA 1 2 1 2 45
16192 5 NA 1 NA 2 8 1 2 1 2 45
16192 6 1 1 2 25 10 1 2 1 2 45
16193 2 1 1 2 58 12 1 NA NA 2 64
16194 2 2 NA 1 NA NA 1 1 2 1 74
16195 2 2 1 1 68 2 2 1 1 1 68
16196 2 2 NA NA 54 2 1 1 1 1 56
16197 2 1 NA 1 NA 2 2 2 1 1 36
16197 3 1 1 1 15 NA 2 2 1 1 36
16197 4 2 1 1 11 3 2 2 1 1 36
16197 5 NA NA 1 7 3 2 2 1 1 36
16198 2 2 1 1 NA 2 NA NA 1 1 55
16199 2 NA NA 1 7 NA 2 NA NA 1 34
16200 2 NA 2 1 84 2 NA 1 NA 1 83
16201 2 NA 6 NA 61 2 1 NA 6 1 58
16201 3 2 6 1 27 3 1 NA 6 1 58
16202 2 1 1 1 10 NA 1 NA 1 1 28
16202 3 2 1 1 NA NA 1 NA 1 1 28
16202 4 1 1 1 1 3 1 NA 1 1 28
16202 5 2 1 1 26 NA 1 NA 1 1 28
